start,end,startime,endtime,traveltime
oltorf,benwhite,1496575977,1496576099,122
oltorf,benwhite,1496600269,1496600330,61
oltorf,benwhite,1496600552,1496600654,102
oltorf,benwhite,1496586642,1496586691,49
oltorf,benwhite,1496604660,1496604804,144
oltorf,benwhite,1496608505,1496608649,144
oltorf,benwhite,1496589022,1496589111,89
oltorf,benwhite,1496614782,1496614842,60
oltorf,benwhite,1496601182,1496601216,34
oltorf,benwhite,1496581302,1496581382,80
oltorf,benwhite,1496598064,1496598088,24
oltorf,benwhite,1496610313,1496610429,116
oltorf,benwhite,1496592065,1496592188,123
oltorf,benwhite,1496581743,1496581892,149
oltorf,benwhite,1496605900,1496606019,119
oltorf,benwhite,1496586661,1496586851,190
oltorf,benwhite,1496571470,1496571548,78
oltorf,benwhite,1496582878,1496582976,98
oltorf,benwhite,1496568686,1496568736,50
oltorf,benwhite,1496598386,1496598409,23
oltorf,benwhite,1496602359,1496602433,74
oltorf,benwhite,1496590263,1496590290,27
oltorf,benwhite,1496616200,1496616297,97
oltorf,benwhite,1496569029,1496569171,142
oltorf,benwhite,1496568134,1496568309,175
oltorf,benwhite,1496592004,1496592145,141
oltorf,benwhite,1496572333,1496572406,73
oltorf,benwhite,1496570085,1496570139,54
oltorf,benwhite,1496604083,1496604194,111
oltorf,benwhite,1496614325,1496614343,18
oltorf,benwhite,1496600539,1496600600,61
oltorf,benwhite,1496590911,1496591028,117
oltorf,benwhite,1496592014,1496592085,71
oltorf,benwhite,1496572454,1496572641,187
oltorf,benwhite,1496615031,1496615064,33
oltorf,benwhite,1496570103,1496570106,3
oltorf,benwhite,1496605342,1496605537,195
oltorf,benwhite,1496588669,1496588714,45
oltorf,benwhite,1496607920,1496608024,104
oltorf,benwhite,1496609475,1496609490,15
oltorf,benwhite,1496591526,1496591568,42
oltorf,benwhite,1496570880,1496570987,107
oltorf,benwhite,1496580943,1496580985,42
oltorf,benwhite,1496583792,1496583943,151
oltorf,benwhite,1496597681,1496597798,117
oltorf,benwhite,1496594284,1496594461,177
oltorf,benwhite,1496610378,1496610546,168
oltorf,benwhite,1496613584,1496613744,160
oltorf,benwhite,1496568578,1496568588,10
oltorf,benwhite,1496608287,1496608414,127
oltorf,benwhite,1496591679,1496591867,188
oltorf,benwhite,1496598146,1496598290,144
oltorf,benwhite,1496569075,1496569137,62
oltorf,benwhite,1496583658,1496583811,153
oltorf,benwhite,1496584916,1496585011,95
oltorf,benwhite,1496617344,1496617357,13
oltorf,benwhite,1496611022,1496611070,48
oltorf,benwhite,1496568109,1496568266,157
oltorf,benwhite,1496601011,1496601116,105
oltorf,benwhite,1496608579,1496608743,164
oltorf,benwhite,1496579165,1496579308,143
oltorf,benwhite,1496573839,1496573850,11
oltorf,benwhite,1496612579,1496612766,187
oltorf,benwhite,1496601186,1496601218,32
oltorf,benwhite,1496595726,1496595831,105
oltorf,benwhite,1496607130,1496607185,55
oltorf,benwhite,1496602091,1496602213,122
oltorf,benwhite,1496617775,1496617933,158
oltorf,benwhite,1496618254,1496618293,39
oltorf,benwhite,1496578571,1496578640,69
oltorf,benwhite,1496579361,1496579420,59
oltorf,benwhite,1496588864,1496588957,93
oltorf,benwhite,1496611399,1496611457,58
oltorf,benwhite,1496612591,1496612636,45
oltorf,benwhite,1496592245,1496592276,31
oltorf,benwhite,1496598505,1496598692,187
oltorf,benwhite,1496570492,1496570639,147
oltorf,benwhite,1496617052,1496617184,132
oltorf,benwhite,1496580197,1496580382,185
oltorf,benwhite,1496588633,1496588738,105
oltorf,benwhite,1496586757,1496586769,12
oltorf,benwhite,1496615920,1496616026,106
oltorf,benwhite,1496578141,1496578240,99
oltorf,benwhite,1496578931,1496579108,177
oltorf,benwhite,1496600625,1496600652,27
oltorf,benwhite,1496602551,1496602685,134
oltorf,benwhite,1496589487,1496589686,199
oltorf,benwhite,1496607715,1496607898,183
oltorf,benwhite,1496603614,1496603706,92
oltorf,benwhite,1496612606,1496612657,51
oltorf,benwhite,1496587231,1496587318,87
oltorf,benwhite,1496572730,1496572820,90
oltorf,benwhite,1496597133,1496597188,55
oltorf,benwhite,1496575526,1496575584,58
oltorf,benwhite,1496584993,1496585025,32
oltorf,benwhite,1496617796,1496617848,52
oltorf,benwhite,1496607980,1496608083,103
oltorf,benwhite,1496605091,1496605125,34
oltorf,benwhite,1496604836,1496604927,91
oltorf,benwhite,1496582507,1496582673,166
oltorf,benwhite,1496610149,1496610321,172
oltorf,benwhite,1496616319,1496616500,181
oltorf,benwhite,1496578309,1496578415,106
oltorf,benwhite,1496571470,1496571610,140
oltorf,benwhite,1496611862,1496611979,117
oltorf,benwhite,1496570780,1496570879,99
oltorf,benwhite,1496581772,1496581845,73
oltorf,benwhite,1496603422,1496603578,156
oltorf,benwhite,1496614066,1496614117,51
oltorf,benwhite,1496579255,1496579345,90
oltorf,benwhite,1496576158,1496576286,128
oltorf,benwhite,1496595804,1496595945,141
oltorf,benwhite,1496588028,1496588170,142
oltorf,benwhite,1496599428,1496599530,102
oltorf,benwhite,1496599709,1496599728,19
oltorf,benwhite,1496590965,1496591050,85
oltorf,benwhite,1496618366,1496618461,95
oltorf,benwhite,1496587724,1496587790,66
oltorf,benwhite,1496594621,1496594633,12
oltorf,benwhite,1496591546,1496591690,144
oltorf,benwhite,1496604884,1496605082,198
oltorf,benwhite,1496573512,1496573600,88
oltorf,benwhite,1496574960,1496575062,102
oltorf,benwhite,1496609248,1496609293,45
oltorf,benwhite,1496617860,1496617938,78
oltorf,benwhite,1496581869,1496581941,72
oltorf,benwhite,1496592301,1496592491,190
oltorf,benwhite,1496601059,1496601104,45
oltorf,benwhite,1496587349,1496587402,53
oltorf,benwhite,1496606590,1496606725,135
oltorf,benwhite,1496615633,1496615775,142
oltorf,benwhite,1496610492,1496610678,186
oltorf,benwhite,1496601673,1496601750,77
oltorf,benwhite,1496608364,1496608399,35
oltorf,benwhite,1496613823,1496613897,74
oltorf,benwhite,1496575936,1496575956,20
oltorf,benwhite,1496612991,1496613142,151
oltorf,benwhite,1496585695,1496585753,58
oltorf,benwhite,1496593712,1496593728,16
oltorf,benwhite,1496590295,1496590373,78
oltorf,benwhite,1496570779,1496570970,191
oltorf,benwhite,1496594965,1496595092,127
oltorf,benwhite,1496612208,1496612265,57
oltorf,benwhite,1496614505,1496614700,195
oltorf,benwhite,1496615480,1496615521,41
oltorf,benwhite,1496571600,1496571655,55
oltorf,benwhite,1496610948,1496610998,50
oltorf,benwhite,1496571937,1496572071,134
oltorf,benwhite,1496572319,1496572334,15
oltorf,benwhite,1496586810,1496586941,131
oltorf,benwhite,1496579199,1496579216,17
oltorf,benwhite,1496588387,1496588396,9
oltorf,benwhite,1496568308,1496568426,118
oltorf,benwhite,1496616395,1496616557,162
oltorf,benwhite,1496614112,1496614203,91
oltorf,benwhite,1496612837,1496612961,124
oltorf,benwhite,1496617164,1496617288,124
oltorf,benwhite,1496592429,1496592599,170
oltorf,benwhite,1496575831,1496575866,35
oltorf,benwhite,1496597691,1496597767,76
oltorf,benwhite,1496579324,1496579408,84
oltorf,benwhite,1496593957,1496594018,61
oltorf,benwhite,1496605804,1496605833,29
oltorf,benwhite,1496587711,1496587821,110
oltorf,benwhite,1496590713,1496590795,82
oltorf,benwhite,1496572169,1496572212,43
oltorf,benwhite,1496574067,1496574154,87
oltorf,benwhite,1496595840,1496595998,158
oltorf,benwhite,1496583021,1496583196,175
oltorf,benwhite,1496604176,1496604178,2
oltorf,benwhite,1496612928,1496613122,194
oltorf,benwhite,1496575821,1496575957,136
oltorf,benwhite,1496601808,1496601843,35
oltorf,benwhite,1496580052,1496580148,96
oltorf,benwhite,1496569782,1496569885,103
oltorf,benwhite,1496599131,1496599304,173
oltorf,benwhite,1496614359,1496614458,99
oltorf,benwhite,1496588625,1496588755,130
oltorf,benwhite,1496612821,1496612898,77
oltorf,benwhite,1496617357,1496617470,113
oltorf,benwhite,1496606441,1496606510,69
oltorf,benwhite,1496613451,1496613604,153
oltorf,benwhite,1496609598,1496609761,163
oltorf,benwhite,1496570225,1496570411,186
oltorf,benwhite,1496602044,1496602232,188
oltorf,benwhite,1496578297,1496578448,151
oltorf,benwhite,1496572468,1496572653,185
oltorf,benwhite,1496574084,1496574204,120
oltorf,benwhite,1496579733,1496579887,154
oltorf,benwhite,1496574073,1496574266,193
oltorf,benwhite,1496614502,1496614586,84
oltorf,benwhite,1496588253,1496588344,91
oltorf,benwhite,1496610113,1496610304,191
oltorf,benwhite,1496605884,1496606031,147
oltorf,benwhite,1496571953,1496571968,15
oltorf,benwhite,1496591744,1496591900,156
oltorf,benwhite,1496611533,1496611538,5
oltorf,benwhite,1496589351,1496589510,159
oltorf,benwhite,1496582827,1496582931,104
oltorf,benwhite,1496592619,1496592650,31
oltorf,benwhite,1496600879,1496600918,39
oltorf,benwhite,1496573826,1496573934,108
oltorf,benwhite,1496579851,1496579887,36
oltorf,benwhite,1496580583,1496580589,6
oltorf,benwhite,1496584411,1496584535,124
oltorf,benwhite,1496607267,1496607409,142
oltorf,benwhite,1496611587,1496611645,58
oltorf,benwhite,1496580800,1496580845,45
oltorf,benwhite,1496579485,1496579678,193
oltorf,benwhite,1496603512,1496603533,21
oltorf,benwhite,1496601566,1496601661,95
oltorf,benwhite,1496574749,1496574945,196
oltorf,benwhite,1496597390,1496597399,9
oltorf,benwhite,1496609489,1496609525,36
oltorf,benwhite,1496580680,1496580696,16
oltorf,benwhite,1496601701,1496601900,199
oltorf,benwhite,1496603680,1496603821,141
oltorf,benwhite,1496576521,1496576687,166
oltorf,benwhite,1496594756,1496594923,167
oltorf,benwhite,1496599116,1496599159,43
oltorf,benwhite,1496605765,1496605924,159
oltorf,benwhite,1496607804,1496607981,177
oltorf,benwhite,1496601998,1496602078,80
oltorf,benwhite,1496568326,1496568394,68
oltorf,benwhite,1496595688,1496595731,43
oltorf,benwhite,1496572094,1496572257,163
oltorf,benwhite,1496606749,1496606873,124
oltorf,benwhite,1496586063,1496586181,118
oltorf,benwhite,1496598933,1496598938,5
oltorf,benwhite,1496597876,1496598036,160
oltorf,benwhite,1496602322,1496602435,113
oltorf,benwhite,1496569457,1496569631,174
oltorf,benwhite,1496602479,1496602594,115
oltorf,benwhite,1496602300,1496602435,135
oltorf,benwhite,1496574971,1496575007,36
oltorf,benwhite,1496575520,1496575615,95
oltorf,benwhite,1496574616,1496574780,164
oltorf,benwhite,1496572368,1496572567,199
oltorf,benwhite,1496600544,1496600590,46
oltorf,benwhite,1496571898,1496571899,1
oltorf,benwhite,1496612772,1496612807,35
oltorf,benwhite,1496603900,1496604010,110
oltorf,benwhite,1496614570,1496614616,46
oltorf,benwhite,1496600539,1496600714,175
oltorf,benwhite,1496577297,1496577486,189
oltorf,benwhite,1496582637,1496582823,186
oltorf,benwhite,1496577441,1496577448,7
oltorf,benwhite,1496583414,1496583551,137
oltorf,benwhite,1496576212,1496576331,119
oltorf,benwhite,1496589714,1496589717,3
oltorf,benwhite,1496613316,1496613443,127
oltorf,benwhite,1496596239,1496596287,48
oltorf,benwhite,1496611417,1496611511,94
oltorf,benwhite,1496615452,1496615650,198
oltorf,benwhite,1496592487,1496592541,54
oltorf,benwhite,1496616123,1496616152,29
oltorf,benwhite,1496601044,1496601083,39
oltorf,benwhite,1496618105,1496618173,68
oltorf,benwhite,1496576907,1496576933,26
oltorf,benwhite,1496613299,1496613487,188
oltorf,benwhite,1496591668,1496591770,102
oltorf,benwhite,1496597163,1496597332,169
oltorf,benwhite,1496610300,1496610435,135
oltorf,benwhite,1496610395,1496610500,105
oltorf,benwhite,1496575528,1496575696,168
oltorf,benwhite,1496577356,1496577436,80
oltorf,benwhite,1496585734,1496585863,129
oltorf,benwhite,1496582879,1496583029,150
oltorf,benwhite,1496617246,1496617436,190
oltorf,benwhite,1496570490,1496570526,36
oltorf,benwhite,1496606877,1496607004,127
oltorf,benwhite,1496599334,1496599386,52
oltorf,benwhite,1496569437,1496569611,174
oltorf,benwhite,1496587914,1496588030,116
oltorf,benwhite,1496612706,1496612822,116
oltorf,benwhite,1496578491,1496578662,171
oltorf,benwhite,1496601069,1496601075,6
oltorf,benwhite,1496596227,1496596409,182
oltorf,benwhite,1496578208,1496578335,127
oltorf,benwhite,1496613901,1496614092,191
oltorf,benwhite,1496601668,1496601739,71
oltorf,benwhite,1496574050,1496574174,124
oltorf,benwhite,1496574627,1496574643,16
oltorf,benwhite,1496571098,1496571215,117
oltorf,benwhite,1496596196,1496596197,1
oltorf,benwhite,1496574082,1496574241,159
oltorf,benwhite,1496611529,1496611668,139
oltorf,benwhite,1496598962,1496598966,4
oltorf,benwhite,1496612328,1496612377,49
oltorf,benwhite,1496600974,1496601164,190
oltorf,benwhite,1496569344,1496569411,67
oltorf,benwhite,1496571624,1496571716,92
oltorf,benwhite,1496581163,1496581267,104
oltorf,benwhite,1496618221,1496618359,138
oltorf,benwhite,1496605202,1496605231,29
oltorf,benwhite,1496583336,1496583353,17
oltorf,benwhite,1496609112,1496609252,140
oltorf,benwhite,1496587095,1496587230,135
oltorf,benwhite,1496587773,1496587866,93
oltorf,benwhite,1496597545,1496597734,189
oltorf,benwhite,1496613726,1496613747,21
oltorf,benwhite,1496618375,1496618375,0
oltorf,benwhite,1496572972,1496573046,74
oltorf,benwhite,1496587382,1496587550,168
oltorf,benwhite,1496611893,1496612051,158
oltorf,benwhite,1496599010,1496599103,93
oltorf,benwhite,1496593057,1496593171,114
oltorf,benwhite,1496582262,1496582349,87
oltorf,benwhite,1496606838,1496607014,176
oltorf,benwhite,1496598508,1496598624,116
oltorf,benwhite,1496583323,1496583326,3
oltorf,benwhite,1496587603,1496587716,113
oltorf,benwhite,1496608468,1496608468,0
oltorf,benwhite,1496609973,1496609979,6
oltorf,benwhite,1496612841,1496612902,61
oltorf,benwhite,1496585007,1496585174,167
oltorf,benwhite,1496578964,1496579116,152
oltorf,benwhite,1496601799,1496601896,97
oltorf,benwhite,1496603602,1496603634,32
oltorf,benwhite,1496605419,1496605497,78
oltorf,benwhite,1496595961,1496596050,89
oltorf,benwhite,1496605594,1496605758,164
oltorf,benwhite,1496589226,1496589266,40
oltorf,benwhite,1496604633,1496604648,15
oltorf,benwhite,1496594909,1496594931,22
oltorf,benwhite,1496579071,1496579119,48
oltorf,benwhite,1496569968,1496570042,74
oltorf,benwhite,1496604180,1496604254,74
oltorf,benwhite,1496570350,1496570369,19
oltorf,benwhite,1496595770,1496595877,107
oltorf,benwhite,1496578324,1496578436,112
oltorf,benwhite,1496607940,1496608004,64
oltorf,benwhite,1496589705,1496589802,97
oltorf,benwhite,1496605691,1496605721,30
oltorf,benwhite,1496590370,1496590547,177
oltorf,benwhite,1496601100,1496601273,173
oltorf,benwhite,1496570379,1496570404,25
oltorf,benwhite,1496582375,1496582567,192
oltorf,benwhite,1496594608,1496594672,64
oltorf,benwhite,1496618192,1496618333,141
oltorf,benwhite,1496574578,1496574710,132
oltorf,benwhite,1496586157,1496586201,44
oltorf,benwhite,1496615892,1496616073,181
oltorf,benwhite,1496596168,1496596272,104
oltorf,benwhite,1496608177,1496608239,62
oltorf,benwhite,1496594449,1496594639,190
oltorf,benwhite,1496571542,1496571643,101
oltorf,benwhite,1496603261,1496603272,11
oltorf,benwhite,1496586836,1496587013,177
oltorf,benwhite,1496613868,1496613954,86
oltorf,benwhite,1496611571,1496611685,114
oltorf,benwhite,1496596606,1496596641,35
oltorf,benwhite,1496607955,1496607956,1
oltorf,benwhite,1496608794,1496608807,13
oltorf,benwhite,1496610929,1496611079,150
oltorf,benwhite,1496578530,1496578551,21
oltorf,benwhite,1496568930,1496569008,78
oltorf,benwhite,1496571889,1496572039,150
oltorf,benwhite,1496605945,1496605961,16
oltorf,benwhite,1496598913,1496598944,31
oltorf,benwhite,1496616490,1496616632,142
oltorf,benwhite,1496585205,1496585295,90
oltorf,benwhite,1496608134,1496608180,46
oltorf,benwhite,1496604460,1496604647,187
oltorf,benwhite,1496598449,1496598591,142
oltorf,benwhite,1496600867,1496600967,100
oltorf,benwhite,1496599596,1496599647,51
oltorf,benwhite,1496610463,1496610657,194
oltorf,benwhite,1496592479,1496592555,76
oltorf,benwhite,1496590186,1496590235,49
oltorf,benwhite,1496604623,1496604745,122
oltorf,benwhite,1496611023,1496611119,96
oltorf,benwhite,1496593560,1496593664,104
oltorf,benwhite,1496574459,1496574545,86
oltorf,benwhite,1496592846,1496592959,113
oltorf,benwhite,1496598467,1496598473,6
oltorf,benwhite,1496589449,1496589606,157
oltorf,benwhite,1496589349,1496589522,173
oltorf,benwhite,1496615381,1496615524,143
oltorf,benwhite,1496609533,1496609533,0
oltorf,benwhite,1496568901,1496569063,162
oltorf,benwhite,1496607702,1496607818,116
oltorf,benwhite,1496582216,1496582375,159
oltorf,benwhite,1496581738,1496581889,151
oltorf,benwhite,1496590471,1496590537,66
oltorf,benwhite,1496612935,1496612959,24
oltorf,benwhite,1496569814,1496569846,32
oltorf,benwhite,1496592558,1496592644,86
oltorf,benwhite,1496616061,1496616123,62
oltorf,benwhite,1496581977,1496581977,0
oltorf,benwhite,1496591585,1496591753,168
oltorf,benwhite,1496582209,1496582257,48
oltorf,benwhite,1496570335,1496570528,193
oltorf,benwhite,1496594997,1496595063,66
oltorf,benwhite,1496618342,1496618497,155
oltorf,benwhite,1496572884,1496572927,43
oltorf,benwhite,1496568440,1496568514,74
oltorf,benwhite,1496618244,1496618356,112
oltorf,benwhite,1496614707,1496614730,23
oltorf,benwhite,1496615870,1496615955,85
oltorf,benwhite,1496571240,1496571338,98
oltorf,benwhite,1496613021,1496613141,120
oltorf,benwhite,1496608093,1496608115,22
oltorf,benwhite,1496610524,1496610578,54
oltorf,benwhite,1496570342,1496570537,195
oltorf,benwhite,1496617402,1496617450,48
oltorf,benwhite,1496576003,1496576060,57
oltorf,benwhite,1496583877,1496583878,1
oltorf,benwhite,1496600011,1496600136,125
oltorf,benwhite,1496618329,1496618342,13
oltorf,benwhite,1496602613,1496602801,188
oltorf,benwhite,1496601577,1496601580,3
oltorf,benwhite,1496572871,1496572956,85
oltorf,benwhite,1496577393,1496577581,188
oltorf,benwhite,1496589565,1496589742,177
oltorf,benwhite,1496607852,1496607897,45
oltorf,benwhite,1496578044,1496578227,183
oltorf,benwhite,1496601742,1496601846,104
oltorf,benwhite,1496588880,1496588988,108
oltorf,benwhite,1496608638,1496608662,24
oltorf,benwhite,1496571535,1496571674,139
oltorf,benwhite,1496612149,1496612260,111
oltorf,benwhite,1496603285,1496603361,76
oltorf,benwhite,1496605709,1496605870,161
oltorf,benwhite,1496610322,1496610367,45
oltorf,benwhite,1496589433,1496589532,99
oltorf,benwhite,1496578762,1496578943,181
oltorf,benwhite,1496599701,1496599767,66
oltorf,benwhite,1496615851,1496616015,164
oltorf,benwhite,1496616764,1496616928,164
oltorf,benwhite,1496614650,1496614704,54
oltorf,benwhite,1496601168,1496601180,12
oltorf,benwhite,1496596657,1496596716,59
oltorf,benwhite,1496569420,1496569574,154
oltorf,benwhite,1496579405,1496579532,127
oltorf,benwhite,1496594316,1496594445,129
oltorf,benwhite,1496602186,1496602297,111
oltorf,benwhite,1496570918,1496571018,100
oltorf,benwhite,1496575103,1496575120,17
oltorf,benwhite,1496603655,1496603682,27
oltorf,benwhite,1496610082,1496610091,9
oltorf,benwhite,1496605047,1496605124,77
oltorf,benwhite,1496587796,1496587895,99
oltorf,benwhite,1496609455,1496609550,95
oltorf,benwhite,1496581040,1496581143,103
oltorf,benwhite,1496585907,1496585995,88
oltorf,benwhite,1496616463,1496616528,65
oltorf,benwhite,1496586900,1496586935,35
oltorf,benwhite,1496595747,1496595858,111
oltorf,benwhite,1496589346,1496589504,158
oltorf,benwhite,1496605399,1496605515,116
oltorf,benwhite,1496609267,1496609275,8
oltorf,benwhite,1496603039,1496603103,64
oltorf,benwhite,1496607196,1496607337,141
oltorf,benwhite,1496578015,1496578186,171
oltorf,benwhite,1496606846,1496607022,176
oltorf,benwhite,1496610112,1496610281,169
oltorf,benwhite,1496613173,1496613316,143
oltorf,benwhite,1496584934,1496585039,105
oltorf,benwhite,1496579669,1496579785,116
oltorf,benwhite,1496592954,1496593006,52
oltorf,benwhite,1496576614,1496576625,11
oltorf,benwhite,1496574474,1496574576,102
oltorf,benwhite,1496578331,1496578498,167
oltorf,benwhite,1496572389,1496572411,22
oltorf,benwhite,1496606166,1496606272,106
oltorf,benwhite,1496601329,1496601363,34
oltorf,benwhite,1496598423,1496598518,95
oltorf,benwhite,1496598188,1496598382,194
oltorf,benwhite,1496615070,1496615227,157
oltorf,benwhite,1496576223,1496576246,23
oltorf,benwhite,1496572526,1496572633,107
oltorf,benwhite,1496616417,1496616614,197
oltorf,benwhite,1496605856,1496605915,59
oltorf,benwhite,1496618420,1496618511,91
oltorf,benwhite,1496614022,1496614080,58
oltorf,benwhite,1496569346,1496569445,99
oltorf,benwhite,1496574429,1496574569,140
oltorf,benwhite,1496611288,1496611304,16
oltorf,benwhite,1496597087,1496597172,85
oltorf,benwhite,1496581418,1496581433,15
oltorf,benwhite,1496593660,1496593669,9
oltorf,benwhite,1496595446,1496595554,108
oltorf,benwhite,1496603472,1496603658,186
oltorf,benwhite,1496582751,1496582879,128
oltorf,benwhite,1496583181,1496583269,88
oltorf,benwhite,1496599901,1496599902,1
oltorf,benwhite,1496601480,1496601574,94
oltorf,benwhite,1496612716,1496612894,178
oltorf,benwhite,1496608183,1496608262,79
oltorf,benwhite,1496591928,1496592032,104
oltorf,benwhite,1496594194,1496594221,27
oltorf,benwhite,1496606240,1496606429,189
oltorf,benwhite,1496583531,1496583697,166
oltorf,benwhite,1496596371,1496596487,116
oltorf,benwhite,1496617446,1496617494,48
oltorf,benwhite,1496585567,1496585577,10
oltorf,benwhite,1496577390,1496577493,103
oltorf,benwhite,1496605926,1496606028,102
oltorf,benwhite,1496591762,1496591929,167
oltorf,benwhite,1496606905,1496606939,34
oltorf,benwhite,1496588449,1496588537,88
oltorf,benwhite,1496588040,1496588072,32
oltorf,benwhite,1496600331,1496600460,129
oltorf,benwhite,1496592140,1496592304,164
oltorf,benwhite,1496589853,1496589975,122
oltorf,benwhite,1496582198,1496582291,93
oltorf,benwhite,1496579327,1496579328,1
oltorf,benwhite,1496577087,1496577239,152
oltorf,benwhite,1496568326,1496568403,77
oltorf,benwhite,1496591766,1496591894,128
oltorf,benwhite,1496590549,1496590555,6
oltorf,benwhite,1496613507,1496613563,56
oltorf,benwhite,1496588079,1496588274,195
oltorf,benwhite,1496586878,1496586996,118
oltorf,benwhite,1496584123,1496584214,91
oltorf,benwhite,1496573208,1496573331,123
oltorf,benwhite,1496597606,1496597708,102
oltorf,benwhite,1496603347,1496603415,68
oltorf,benwhite,1496607821,1496607951,130
oltorf,benwhite,1496581431,1496581526,95
oltorf,benwhite,1496589697,1496589872,175
oltorf,benwhite,1496614193,1496614200,7
oltorf,benwhite,1496609903,1496610078,175
oltorf,benwhite,1496577144,1496577202,58
oltorf,benwhite,1496591833,1496591986,153
oltorf,benwhite,1496585379,1496585454,75
oltorf,benwhite,1496577889,1496578027,138
oltorf,benwhite,1496610680,1496610704,24
oltorf,benwhite,1496603431,1496603497,66
oltorf,benwhite,1496601910,1496601985,75
oltorf,benwhite,1496575837,1496575907,70
oltorf,benwhite,1496610307,1496610402,95
oltorf,benwhite,1496601985,1496602165,180
oltorf,benwhite,1496586503,1496586702,199
oltorf,benwhite,1496600199,1496600298,99
oltorf,benwhite,1496592514,1496592674,160
oltorf,benwhite,1496602035,1496602224,189
oltorf,benwhite,1496583449,1496583495,46
oltorf,benwhite,1496612128,1496612298,170
oltorf,benwhite,1496599318,1496599455,137
oltorf,benwhite,1496601275,1496601400,125
oltorf,benwhite,1496605432,1496605440,8
oltorf,benwhite,1496607500,1496607532,32
oltorf,benwhite,1496577082,1496577228,146
oltorf,benwhite,1496597194,1496597304,110
oltorf,benwhite,1496579545,1496579733,188
oltorf,benwhite,1496611602,1496611740,138
oltorf,benwhite,1496576919,1496576969,50
oltorf,benwhite,1496601261,1496601367,106
oltorf,benwhite,1496600919,1496601097,178
oltorf,benwhite,1496602210,1496602282,72
oltorf,benwhite,1496595134,1496595263,129
oltorf,benwhite,1496611893,1496611893,0
oltorf,benwhite,1496587082,1496587251,169
oltorf,benwhite,1496570080,1496570210,130
oltorf,benwhite,1496579764,1496579881,117
oltorf,benwhite,1496599571,1496599722,151
oltorf,benwhite,1496602136,1496602205,69
oltorf,benwhite,1496576072,1496576087,15
oltorf,benwhite,1496576534,1496576711,177
oltorf,benwhite,1496616392,1496616457,65
oltorf,benwhite,1496608627,1496608749,122
oltorf,benwhite,1496616814,1496616878,64
oltorf,benwhite,1496594461,1496594616,155
oltorf,benwhite,1496604884,1496604914,30
oltorf,benwhite,1496602823,1496602911,88
oltorf,benwhite,1496617190,1496617220,30
oltorf,benwhite,1496581222,1496581356,134
oltorf,benwhite,1496579251,1496579276,25
oltorf,benwhite,1496592831,1496592859,28
oltorf,benwhite,1496597865,1496598064,199
oltorf,benwhite,1496589936,1496589965,29
oltorf,benwhite,1496607327,1496607380,53
oltorf,benwhite,1496603076,1496603150,74
oltorf,benwhite,1496589801,1496589883,82
oltorf,benwhite,1496608078,1496608203,125
oltorf,benwhite,1496598193,1496598310,117
oltorf,benwhite,1496582885,1496582974,89
oltorf,benwhite,1496594294,1496594339,45
oltorf,benwhite,1496569452,1496569503,51
oltorf,benwhite,1496589911,1496590100,189
oltorf,benwhite,1496577140,1496577250,110
oltorf,benwhite,1496604375,1496604506,131
oltorf,benwhite,1496582975,1496583034,59
oltorf,benwhite,1496586165,1496586251,86
oltorf,benwhite,1496573737,1496573873,136
oltorf,benwhite,1496570768,1496570920,152
oltorf,benwhite,1496608039,1496608186,147
oltorf,benwhite,1496605914,1496606052,138
oltorf,benwhite,1496609179,1496609241,62
oltorf,benwhite,1496569994,1496570148,154
oltorf,benwhite,1496569220,1496569251,31
oltorf,benwhite,1496617662,1496617731,69
oltorf,benwhite,1496574215,1496574251,36
oltorf,benwhite,1496608257,1496608281,24
oltorf,benwhite,1496586450,1496586482,32
oltorf,benwhite,1496593550,1496593740,190
oltorf,benwhite,1496572807,1496572984,177
oltorf,benwhite,1496583581,1496583707,126
oltorf,benwhite,1496583595,1496583621,26
oltorf,benwhite,1496582483,1496582497,14
oltorf,benwhite,1496611305,1496611449,144
oltorf,benwhite,1496603983,1496604154,171
oltorf,benwhite,1496593925,1496593984,59
oltorf,benwhite,1496600482,1496600518,36
oltorf,benwhite,1496586578,1496586591,13
oltorf,benwhite,1496569660,1496569809,149
oltorf,benwhite,1496614910,1496614999,89
oltorf,benwhite,1496616349,1496616403,54
oltorf,benwhite,1496604799,1496604904,105
oltorf,benwhite,1496578909,1496579057,148
oltorf,benwhite,1496614201,1496614229,28
oltorf,benwhite,1496577004,1496577123,119
oltorf,benwhite,1496615353,1496615383,30
oltorf,benwhite,1496580157,1496580336,179
oltorf,benwhite,1496584053,1496584071,18
oltorf,benwhite,1496610454,1496610568,114
oltorf,benwhite,1496583444,1496583544,100
oltorf,benwhite,1496605422,1496605509,87
oltorf,benwhite,1496572298,1496572480,182
oltorf,benwhite,1496606338,1496606464,126
oltorf,benwhite,1496605751,1496605754,3
oltorf,benwhite,1496606287,1496606391,104
oltorf,benwhite,1496603897,1496603954,57
oltorf,benwhite,1496598258,1496598264,6
oltorf,benwhite,1496591327,1496591459,132
oltorf,benwhite,1496598367,1496598541,174
oltorf,benwhite,1496601821,1496601984,163
oltorf,benwhite,1496578316,1496578458,142
oltorf,benwhite,1496574222,1496574258,36
oltorf,benwhite,1496599565,1496599650,85
oltorf,benwhite,1496606480,1496606670,190
oltorf,benwhite,1496617057,1496617253,196
oltorf,benwhite,1496601401,1496601517,116
