"ATD_SIGNAL_ID","SIGNAL_TYPE","LOCATION_NAME","PRIMARY_ST","CROSS_ST","CONTROL","ATD_LOCATION_ID","COA_INTERSECTION_ID","COUNCIL_DISTRICT","CROSS_ST_AKA","CROSS_ST_SEGMENT_ID","JURISDICTION","LANDMARK","PRIMARY_ST_AKA","PRIMARY_ST_SEGMENT_ID","SIGNAL_ENG_AREA","GEOCODE","GEOCODE: Street 1","GEOCODE: Street 2","GEOCODE: City","GEOCODE: State","GEOCODE: Zip","GEOCODE: Country","GEOCODE: Latitude","GEOCODE: Longitude","MASTER_SIGNAL_ID","SIGNAL_STATUS","IP_SWITCH","IP_CONTROL","SWITCH_COMM"
"522","TRAFFIC","W WELLS BRANCH PKWY / SURRENDER AVE","W WELLS BRANCH PKWY","SURRENDER AVE","MASTER","511","5163519","0","","2005527","AUSTIN 2 MILE ETJ","","","2005528","NORTH","2148 Surrender Avenue Austin, Texas 78728","2148 Surrender Avenue","","Austin","Texas","78728","United States","30.4359627","-97.6829147","","TURNED_ON","0","0","Both"
"523","TRAFFIC","W BRAKER LN / SETON CENTER PKWY","W BRAKER LN","SETON CENTER PKWY","MASTER","512","5156474","7","","2006599","AUSTIN FULL PURPOSE","","","2006602","NORTH","4515 Seton Center Parkway Austin, Texas 78759","4515 Seton Center Parkway","","Austin","Texas","78759","United States","30.4002647","-97.7425232","","TURNED_ON","0","0","Both"
"524","TRAFFIC","W PARMER LN / ","W PARMER LN","","MASTER","513","","7","","","AUSTIN FULL PURPOSE","MARKET DRIVEWAY","","3263143","NORTH","Parmer Lane Austin, Texas 78727","Parmer Lane","","Austin","Texas","78727","United States","30.4190121","-97.7022171","","TURNED_ON","1","0","Both"
"525","TRAFFIC","W BRAKER LN / N MOPAC EXPY SVRD NB","W BRAKER LN","N MOPAC EXPY SVRD NB","MASTER","514","5158092","7","","2006689","AUSTIN FULL PURPOSE","","","2047848","NORTH","Mopac Service Road Austin, Texas 78759","Mopac Service Road","","Austin","Texas","78759","United States","30.3954906","-97.7321243","","TURNED_ON","0","0","Both"
"526","TRAFFIC","W BRAKER LN / N MOPAC EXPY SVRD SB","W BRAKER LN","N MOPAC EXPY SVRD SB","SLAVE","515","5157883","7","","2006682","AUSTIN FULL PURPOSE","","","2047848","NORTH","Mopac Service Road Austin, Texas 78759","Mopac Service Road","","Austin","Texas","78759","United States","30.396101","-97.7333984","","TURNED_ON","0","0","Both"
"527","TRAFFIC","E BRAKER LN / DESSAU RD","E BRAKER LN","DESSAU RD","MASTER","516","5165334","1","","2012481","AUSTIN FULL PURPOSE","","","2012480","NORTH","1321 East Braker Lane Austin, Texas 78753","1321 East Braker Lane","","Austin","Texas","78753","United States","30.3724384","-97.6657333","","TURNED_ON","1","1","Both"
"528","TRAFFIC","N IH 35 SVRD SB / W YAGER LN","N IH 35 SVRD SB","W YAGER LN","SLAVE","517","5164619","7","","2039383","AUSTIN FULL PURPOSE","","","2039385","NORTH","12308-12312 North Interstate 35 Frontage Road Austin, Texas 78753","12308-12312 North Interstate 35 Frontage Road","","Austin","Texas","78753","United States","30.3991852","-97.6738205","","TURNED_ON","0","0","Both"
"529","TRAFFIC","TECH RIDGE BLVD / N IH 35 SVRD NB","TECH RIDGE BLVD","N IH 35 SVRD NB","MASTER","518","5164691","7","","2006669","AUSTIN FULL PURPOSE","","","3311024","NORTH","505 West Yager Lane Austin, Texas 78753","505 West Yager Lane","","Austin","Texas","78753","United States","30.3991604","-97.6730423","","TURNED_ON","0","0","Both"
"530","TRAFFIC","SOUTHWEST PKWY / REPUBLIC OF TEXAS BLVD","SOUTHWEST PKWY","REPUBLIC OF TEXAS BLVD","MASTER","519","5147905","8","","2023897","AUSTIN FULL PURPOSE","","","2023896","SOUTH","Republic of Texas Boulevard Austin, Texas 78735","Republic of Texas Boulevard","","Austin","Texas","78735","United States","30.2400837","-97.8302536","","TURNED_ON","0","0","None"
"531","TRAFFIC","W SH 71 / FLETCHER LN","W SH 71","FLETCHER LN","MASTER","520","5143788","8","","2047129","AUSTIN FULL PURPOSE","","","2042973","SOUTH","8301 Texas 71 Austin, Texas 78735","8301 Texas 71","","Austin","Texas","78735","United States","30.2470665","-97.888443","","TURNED_ON","0","0","None"
"532","TRAFFIC","W SLAUGHTER LN / ","W SLAUGHTER LN","","MASTER","521","","8","","","AUSTIN FULL PURPOSE","BOWIE HIGH SCHOOL","","2041989","SOUTH","4100 West Slaughter Lane Austin, Texas 78749","4100 West Slaughter Lane","","Austin","Texas","78749","United States","30.1891022","-97.8568878","","TURNED_ON","1","0","Both"
"533","TRAFFIC","W SLAUGHTER LN / CURLEW DR","W SLAUGHTER LN","CURLEW DR","MASTER","522","5147719","5","","2027739","AUSTIN FULL PURPOSE","","","2027729","SOUTH","9977-9999 Curlew Drive Austin, Texas 78748","9977-9999 Curlew Drive","","Austin","Texas","78748","United States","30.1765766","-97.833992","","TURNED_ON","1","0","Both"
"534","TRAFFIC","BURLESON RD / MONTOPOLIS DR","BURLESON RD","MONTOPOLIS DR","MASTER","523","5160558","2","","2023216","AUSTIN FULL PURPOSE","","","2023221","SOUTH","6300 Burleson Road Austin, Texas 78744","6300 Burleson Road","","Austin","Texas","78744","United States","30.2055626","-97.7165909","","TURNED_ON","1","1","Both"
"535","TRAFFIC","N LAMAR BLVD / W YAGER LN","N LAMAR BLVD","W YAGER LN","MASTER","524","5164083","7","","2039383","AUSTIN FULL PURPOSE","","","2039372","NORTH","12248 North Lamar Boulevard Austin, Texas 78753","12248 North Lamar Boulevard","","Austin","Texas","78753","United States","30.4017849","-97.6791687","","TURNED_ON","1","1","Both"
"536","TRAFFIC","FM 2222 RD / CITY PARK RD","FM 2222 RD","CITY PARK RD","MASTER","525","5150327","10","","3329832","AUSTIN FULL PURPOSE","","","2045287","NORTH","6469-6505 Ranch to Market 2222 Austin, Texas 78730","6469-6505 Ranch to Market 2222","","Austin","Texas","78730","United States","30.3658009","-97.7974396","","TURNED_ON","1","0","Both"
"537","TRAFFIC","W PARMER LN / N IH 35 SVRD NB","W PARMER LN","N IH 35 SVRD NB","SLAVE","526","5164586","7","","2006476","AUSTIN FULL PURPOSE","","","2006422","NORTH","12521 North Interstate 35 Frontage Road Austin, Texas 78753","12521 North Interstate 35 Frontage Road","","Austin","Texas","78753","United States","30.4078636","-97.6739502","","TURNED_ON","1","1","Both"
"538","TRAFFIC","W PARMER LN / N IH 35 SVRD SB","W PARMER LN","N IH 35 SVRD SB","MASTER","527","5164455","7","","2039301","AUSTIN FULL PURPOSE","","","2006422","NORTH","12530 North Interstate 35 Frontage Road Austin, Texas 78753","12530 North Interstate 35 Frontage Road","","Austin","Texas","78753","United States","30.4080296","-97.6752319","","TURNED_ON","1","1","Both"
"539","TRAFFIC","METRIC BLVD / LAMPLIGHT VILLAGE AVE","METRIC BLVD","LAMPLIGHT VILLAGE AVE","MASTER","528","5162179","7","","2006375","AUSTIN FULL PURPOSE","","","2039288","NORTH","12300-12330 Lamplight Village Avenue Austin, Texas 78758","12300-12330 Lamplight Village Avenue","","Austin","Texas","78758","United States","30.4107037","-97.6955185","","TURNED_ON","0","0","Both"
"540","TRAFFIC","E HOWARD LN / DESSAU RD","E HOWARD LN","DESSAU RD","MASTER","529","5166825","7","","2006510","AUSTIN FULL PURPOSE","","","2036414","NORTH","1515-1699 East Howard Lane Austin, Texas ","1515-1699 East Howard Lane","","Austin","Texas","","United States","30.4036503","-97.6384277","","TURNED_ON","1","1","Both"
"541","TRAFFIC","N LAMAR BLVD / ","N LAMAR BLVD","","UNKNOWN","530","","7","","","AUSTIN FULL PURPOSE","WALMART","","2039246","NORTH","12820 North Lamar Boulevard Austin, Texas 78753","12820 North Lamar Boulevard","","Austin","Texas","78753","United States","30.41516846","-97.67701947","","TURNED_ON","0","0","None"
"542","TRAFFIC","W SLAUGHTER LN / WOLFTRAP DR","W SLAUGHTER LN","WOLFTRAP DR","MASTER","531","5145784","8","","2042046","AUSTIN FULL PURPOSE","","","2025841","SOUTH","Wolftrap Drive Austin, Texas 78749","Wolftrap Drive","","Austin","Texas","78749","United States","30.1866856","-97.8550339","","TURNED_ON","1","0","Both"
"543","TRAFFIC","S 1ST ST / W BEN WHITE BLVD SVRD WB","S 1ST ST","W BEN WHITE BLVD SVRD WB","MASTER","532","5153502","3","","2026354","AUSTIN FULL PURPOSE","","","2026307","SOUTH","556-568 West Ben White Boulevard Austin, Texas 78704","556-568 West Ben White Boulevard","","Austin","Texas","78704","United States","30.226881","-97.7692413","","TURNED_ON","1","0","Both"
"544","TRAFFIC","S 1ST ST / W BEN WHITE BLVD SVRD EB","S 1ST ST","W BEN WHITE BLVD SVRD EB","SLAVE","533","5153443","3","","2026355","AUSTIN FULL PURPOSE","","","2026308","SOUTH","525 West Ben White Boulevard Austin, Texas 78704","525 West Ben White Boulevard","","Austin","Texas","78704","United States","30.2261848","-97.7696686","","TURNED_ON","1","0","Both"
"545","TRAFFIC","W BEN WHITE BLVD SVRD WB / BANISTER LN","W BEN WHITE BLVD SVRD WB","BANISTER LN","MASTER","534","5152396","5","","2026303","AUSTIN FULL PURPOSE","","","2026359","SOUTH","4100 Banister Lane Austin, Texas 78704","4100 Banister Lane","","Austin","Texas","78704","United States","30.2281132","-97.7791214","","TURNED_ON","0","0","Both"
"546","TRAFFIC","W BEN WHITE BLVD SVRD EB / BANISTER LN","W BEN WHITE BLVD SVRD EB","BANISTER LN","SLAVE","535","5152350","5","","2026358","AUSTIN FULL PURPOSE","","","2026360","SOUTH","1301 West Ben White Boulevard Austin, Texas 78704","1301 West Ben White Boulevard","","Austin","Texas","78704","United States","30.2274132","-97.779686","","TURNED_ON","0","0","Both"
"547","TRAFFIC","MANCHACA RD / W BEN WHITE BLVD SVRD WB","MANCHACA RD","W BEN WHITE BLVD SVRD WB","MASTER","536","5151437","5","","2042987","AUSTIN FULL PURPOSE","","","2024113","SOUTH","4308 Manchaca Road Austin, Texas 78704","4308 Manchaca Road","","Austin","Texas","78704","United States","30.23036","-97.7880554","","TURNED_ON","0","0","Both"
"548","TRAFFIC","MANCHACA RD / W BEN WHITE BLVD SVRD EB","MANCHACA RD","W BEN WHITE BLVD SVRD EB","SLAVE","537","5151400","5","","2026366","AUSTIN FULL PURPOSE","","","2024137","SOUTH","4401 Manchaca Road Austin, Texas 78704","4401 Manchaca Road","","Austin","Texas","78704","United States","30.2296352","-97.7885208","","TURNED_ON","0","0","Both"
"549","TRAFFIC","GROVE BLVD / E RIVERSIDE DR","GROVE BLVD","E RIVERSIDE DR","MASTER","538","5161393","3","","2022935","AUSTIN FULL PURPOSE","","","2041586","SOUTH","1909 Grove Boulevard Austin, Texas 78741","1909 Grove Boulevard","","Austin","Texas","78741","United States","30.2270241","-97.7079239","","TURNED_ON","1","1","Both"
"550","TRAFFIC","E RIVERSIDE DR / MONTOPOLIS DR","E RIVERSIDE DR","MONTOPOLIS DR","MASTER","539","5161846","3","","2022977","AUSTIN FULL PURPOSE","","","2022978","SOUTH","2001 Montopolis Drive Austin, Texas 78741","2001 Montopolis Drive","","Austin","Texas","78741","United States","30.2249317","-97.7034378","","TURNED_ON","1","1","Both"
"551","TRAFFIC","PORTER ST / MONTOPOLIS DR","PORTER ST","MONTOPOLIS DR","MASTER","540","5162273","3","","2022830","AUSTIN FULL PURPOSE","","","2022872","SOUTH","1298 Montopolis Drive Austin, Texas 78741","1298 Montopolis Drive","","Austin","Texas","78741","United States","30.2310562","-97.6995697","","TURNED_ON","1","1","Both"
"552","TRAFFIC","PONCA ST / MONTOPOLIS DR","PONCA ST","MONTOPOLIS DR","MASTER","541","5162726","3","","2022687","AUSTIN FULL PURPOSE","","","2022688","SOUTH","6301-6399 Ponca Street Austin, Texas 78741","6301-6399 Ponca Street","","Austin","Texas","78741","United States","30.2375507","-97.6952896","","TURNED_ON","1","1","Both"
"553","TRAFFIC","E OLTORF ST / MONTOPOLIS DR","E OLTORF ST","MONTOPOLIS DR","MASTER","542","5161173","3","","3261078","AUSTIN FULL PURPOSE","","","2023129","SOUTH","6201 East Oltorf Street Austin, Texas 78741","6201 East Oltorf Street","","Austin","Texas","78741","United States","30.2150421","-97.7102966","","TURNED_ON","0","0","Both"
"554","TRAFFIC","BRUSH COUNTRY RD / CONVICT HILL RD","BRUSH COUNTRY RD","CONVICT HILL RD","MASTER","543","5146546","8","","2038596","AUSTIN FULL PURPOSE","","","2026271","SOUTH","4612 Convict Hill Road Austin, Texas 78749","4612 Convict Hill Road","","Austin","Texas","78749","United States","30.2169132","-97.8459091","","TURNED_ON","0","0","Both"
"555","TRAFFIC","E OLTORF ST / PARKER LN","E OLTORF ST","PARKER LN","MASTER","544","5158030","3","","2022817","AUSTIN FULL PURPOSE","","","2022818","SOUTH","1800 East Oltorf Street Austin, Texas 78741","1800 East Oltorf Street","","Austin","Texas","78741","United States","30.2323151","-97.7368851","","TURNED_ON","0","0","Both"
"556","TRAFFIC","BURLESON RD / MC KINNEY FALLS PKWY","BURLESON RD","MC KINNEY FALLS PKWY","MASTER","545","5162528","2","","3258093","AUSTIN FULL PURPOSE","","","2023425","SOUTH","7535-7559 Burleson Road Austin, Texas 78744","7535-7559 Burleson Road","","Austin","Texas","78744","United States","30.1919994","-97.6983871","","TURNED_ON","1","1","Both"
"557","TRAFFIC","W SH 71 / COVERED BRIDGE DR","W SH 71","COVERED BRIDGE DR","MASTER","546","5143558","8","","3329842","AUSTIN FULL PURPOSE","","","2022115","SOUTH","6701 Covered Bridge Drive Austin, Texas 78736","6701 Covered Bridge Drive","","Austin","Texas","78736","United States","30.2499123","-97.8943024","","TURNED_ON","0","0","None"
"558","TRAFFIC","MANCHACA RD / OLD MANCHACA RD","MANCHACA RD","OLD MANCHACA RD","MASTER","547","5148099","5","","3311200","AUSTIN FULL PURPOSE","","","3195161","SOUTH","10633 Manchaca Road Austin, Texas 78748","10633 Manchaca Road","","Austin","Texas","78748","United States","30.1641369","-97.8300018","","TURNED_ON","0","0","None"
"559","TRAFFIC","AIRPORT BLVD / WILSHIRE BLVD","AIRPORT BLVD","WILSHIRE BLVD","MASTER","548","5161099","9","","2016749","AUSTIN FULL PURPOSE","","","3257911","CENTRAL","4299 Airport Boulevard Austin, Texas 78723","4299 Airport Boulevard","","Austin","Texas","78723","United States","30.2978573","-97.7088776","","TURNED_ON","0","0","Both"
"560","TRAFFIC","E 51ST ST / LANCASTER CT","E 51ST ST","LANCASTER CT","MASTER","549","5161312","9","","2016107","AUSTIN FULL PURPOSE","","","2016108","CENTRAL","5101 Lancaster Court Austin, Texas 78723","5101 Lancaster Court","","Austin","Texas","78723","United States","30.3075066","-97.7064896","","TURNED_ON","0","0","Both"
"561","TRAFFIC","S US 183 HWY SB / MC KINNEY FALLS PKWY","S US 183 HWY SB","MC KINNEY FALLS PKWY","UNKNOWN","550","5164141","2","","2023266","AUSTIN FULL PURPOSE","","","3258056","SOUTH","McKinney Falls Parkway Austin, Texas 78744","McKinney Falls Parkway","","Austin","Texas","78744","United States","30.1982975","-97.6841202","","TURNED_ON","1","1","Both"
"562","TRAFFIC","E PARMER LN / ","E PARMER LN","","MASTER","551","","1","","","AUSTIN FULL PURPOSE","","","3263218","NORTH","Samsung Plant Austin, Texas 78754","Samsung Plant","","Austin","Texas","78754","United States","30.3780251","-97.6355438","","TURNED_ON","1","0","Both"
"563","TRAFFIC","W SLAUGHTER LN / WEST GATE BLVD","W SLAUGHTER LN","WEST GATE BLVD","MASTER","552","5147070","5","","2026468","AUSTIN FULL PURPOSE","","","2026227","SOUTH","West Gate Boulevard Austin, Texas 78748","West Gate Boulevard","","Austin","Texas","78748","United States","30.1792698","-97.841011","","TURNED_ON","1","0","Both"
"564","TRAFFIC","BECKETT RD / DAVIS LN","BECKETT RD","DAVIS LN","MASTER","553","5144648","8","","2026324","AUSTIN FULL PURPOSE","","","2024948","SOUTH","Beckett Road Austin, Texas 78749","Beckett Road","","Austin","Texas","78749","United States","30.2078648","-97.8693771","","TURNED_ON","0","0","None"
"565","TRAFFIC","BLUE MEADOW DR / BLUFF SPRINGS RD","BLUE MEADOW DR","BLUFF SPRINGS RD","MASTER","554","5153673","2","","2026574","AUSTIN FULL PURPOSE","","","2025787","SOUTH","7008 Bluff Springs Road Austin, Texas 78744","7008 Bluff Springs Road","","Austin","Texas","78744","United States","30.1836624","-97.7689667","","TURNED_ON","0","0","None"
"566","TRAFFIC","ANDERSON MILL RD / CYPRESS CREEK RD","ANDERSON MILL RD","CYPRESS CREEK RD","MASTER","555","5145791","0","","2045150","CEDAR PARK ETJ","","","2046911","NORTH","Cypress Creek Road Cedar Park, Texas 78613","Cypress Creek Road","","Cedar Park","Texas","78613","United States","30.4722462","-97.8476257","","TURNED_ON","0","0","Both"
"567","TRAFFIC","ANDERSON MILL RD / TWIN CREEKS CLUB DR","ANDERSON MILL RD","TWIN CREEKS CLUB DR","MASTER","556","5146034","0","","2044076","CEDAR PARK ETJ","","","2048307","NORTH","Anderson Mill Road Cedar Park, Texas 78613","Anderson Mill Road","","Cedar Park","Texas","78613","United States","30.4692612","-97.8451691","","TURNED_ON","0","0","Both"
"568","TRAFFIC","SPRINGDALE RD / E 12TH ST","SPRINGDALE RD","E 12TH ST","MASTER","557","5163550","1","","2017927","AUSTIN FULL PURPOSE","","","2017889","CENTRAL","1201-1295 Springdale Road Austin, Texas 78721","1201-1295 Springdale Road","","Austin","Texas","78721","United States","30.2789841","-97.6870193","","TURNED_ON","1","1","Both"
"569","TRAFFIC","BARBARA JORDAN BLVD / ","BARBARA JORDAN BLVD","","MASTER","558","","9","","","AUSTIN FULL PURPOSE","","","5271019","CENTRAL","1125 Barbara Jordan Boulevard Austin, Texas 78723","1125 Barbara Jordan Boulevard","","Austin","Texas","78723","United States","30.3067455","-97.7091751","","TURNED_ON","0","0","None"
"570","TRAFFIC","W SLAUGHTER LN / CULLEN LN","W SLAUGHTER LN","CULLEN LN","UNKNOWN","559","5151330","2","","2027923","AUSTIN FULL PURPOSE","","","2027890","SOUTH","8601-9167 Cullen Lane Austin, Texas 78745","8601-9167 Cullen Lane","","Austin","Texas","78745","United States","30.1671963","-97.7909317","","TURNED_ON","1","1","Both"
"571","TRAFFIC","ESCARPMENT BLVD / DAVIS LN","ESCARPMENT BLVD","DAVIS LN","UNKNOWN","560","5144309","8","","2026944","AUSTIN FULL PURPOSE","","","2026978","SOUTH","6111 Davis Lane Austin, Texas 78749","6111 Davis Lane","","Austin","Texas","78749","United States","30.2116928","-97.8764877","","TURNED_ON","0","0","None"
"572","TRAFFIC","E PARMER LN / SAMSUNG BLVD","E PARMER LN","SAMSUNG BLVD","MASTER","561","5167289","1","","2009452","AUSTIN FULL PURPOSE","","","3194995","NORTH","12100 Samsung Boulevard Austin, Texas 78754","12100 Samsung Boulevard","","Austin","Texas","78754","United States","30.3760014","-97.6317139","","TURNED_ON","1","0","Both"
"573","TRAFFIC","W SLAUGHTER LN / LINDSHIRE LN","W SLAUGHTER LN","LINDSHIRE LN","MASTER","562","5147263","5","","2026036","AUSTIN FULL PURPOSE","","","2026035","SOUTH","Lindshire Lane Austin, Texas 78748","Lindshire Lane","","Austin","Texas","78748","United States","30.1781845","-97.8387756","","TURNED_ON","1","0","Both"
"574","TRAFFIC","W 5TH ST / CAMPBELL ST","W 5TH ST","CAMPBELL ST","MASTER","563","5153901","9","","2020944","AUSTIN FULL PURPOSE","","","2020980","CENTRAL","1701-1799 West 5th Street Austin, Texas 78703","1701-1799 West 5th Street","","Austin","Texas","78703","United States","30.2748566","-97.7648392","","TURNED_ON","1","1","Both"
"575","TRAFFIC","W NORTH LOOP BLVD / ","W NORTH LOOP BLVD","","MASTER","564","","7","","","AUSTIN FULL PURPOSE","CROSSWALK","","2040435","NORTH","2222-2300 West North Loop Boulevard Austin, Texas 78756","2222-2300 West North Loop Boulevard","","Austin","Texas","78756","United States","30.325491","-97.7421799","","TURNED_ON","1","1","Both"
"576","TRAFFIC","SHOAL CREEK BLVD / HANCOCK DR","SHOAL CREEK BLVD","HANCOCK DR","MASTER","565","5156414","7","","2012220","AUSTIN FULL PURPOSE","","","2012210","NORTH","5100 Shoal Creek Boulevard Austin, Texas 78756","5100 Shoal Creek Boulevard","","Austin","Texas","78756","United States","30.3256016","-97.7449646","","TURNED_ON","1","1","Both"
"577","TRAFFIC","BULL CREEK RD / HANCOCK DR","BULL CREEK RD","HANCOCK DR","MASTER","566","5155753","10","","2012135","AUSTIN FULL PURPOSE","","","2012170","NORTH","2800 Hancock Drive Austin, Texas 78731","2800 Hancock Drive","","Austin","Texas","78731","United States","30.3276367","-97.7491455","","TURNED_ON","1","1","Both"
"578","TRAFFIC","HANCOCK DR / BALCONES DR","HANCOCK DR","BALCONES DR","MASTER","567","5154310","10","","2013519","AUSTIN FULL PURPOSE","","","2013520","NORTH","3401 Hancock Drive Austin, Texas 78731","3401 Hancock Drive","","Austin","Texas","78731","United States","30.3330383","-97.7603607","","TURNED_ON","0","0","Both"
"579","TRAFFIC","W 45TH ST / BULL CREEK RD","W 45TH ST","BULL CREEK RD","MASTER","568","5155231","10","","2015330","AUSTIN FULL PURPOSE","","","2015278","NORTH","2800 West 45th Street Austin, Texas 78731","2800 West 45th Street","","Austin","Texas","78731","United States","30.3205681","-97.753479","","TURNED_ON","1","1","Both"
"580","TRAFFIC","N MOPAC EXPY NB / W 45TH ST","N MOPAC EXPY NB","W 45TH ST","UNKNOWN","569","5155059","10","","2021931","AUSTIN FULL PURPOSE","","","2040479","NORTH","2900 West 45th Street Austin, Texas 78731","2900 West 45th Street","","Austin","Texas","78731","United States","30.3212357","-97.7548218","","TURNED_ON","1","1","Both"
"581","TRAFFIC","BURLESON RD / E BEN WHITE BLVD SVRD WB","BURLESON RD","E BEN WHITE BLVD SVRD WB","MASTER","570","5158432","3","","3279011","AUSTIN FULL PURPOSE","","","2023132","SOUTH","3500-3698 Todd Lane Austin, Texas 78744","3500-3698 Todd Lane","","Austin","Texas","78744","United States","30.2156048","-97.7348709","","TURNED_ON","0","0","Both"
"582","TRAFFIC","E BEN WHITE BLVD SVRD EB / TODD LN","E BEN WHITE BLVD SVRD EB","TODD LN","SLAVE","571","5158368","2","","2047907","AUSTIN FULL PURPOSE","","","3212238","SOUTH","2601-3445 East Ben White Boulevard Austin, Texas 78741","2601-3445 East Ben White Boulevard","","Austin","Texas","78741","United States","30.2149239","-97.7352905","","TURNED_ON","0","0","Both"
"583","TRAFFIC","E BEN WHITE BLVD SVRD WB / BURLESON RD","E BEN WHITE BLVD SVRD WB","BURLESON RD","MASTER","572","5158602","3","","3212273","AUSTIN FULL PURPOSE","","","3279013","SOUTH","4416-4512 East Ben White Boulevard Austin, Texas 78741","4416-4512 East Ben White Boulevard","","Austin","Texas","78741","United States","30.2153988","-97.733429","","TURNED_ON","0","0","Both"
"584","TRAFFIC","BURLESON RD / E BEN WHITE BLVD SVRD EB","BURLESON RD","E BEN WHITE BLVD SVRD EB","SLAVE","573","5158592","2","","3212244","AUSTIN FULL PURPOSE","","","2041731","SOUTH","3507 Burleson Road Austin, Texas 78741","3507 Burleson Road","","Austin","Texas","78741","United States","30.2146645","-97.7335815","","TURNED_ON","0","0","Both"
"585","TRAFFIC","BARBARA JORDAN BLVD / LANCASTER DR","BARBARA JORDAN BLVD","LANCASTER DR","MASTER","574","5161212","9","","2046253","AUSTIN FULL PURPOSE","","","3316370","CENTRAL","1210 Barbara Jordan Boulevard Austin, Texas 78723","1210 Barbara Jordan Boulevard","","Austin","Texas","78723","United States","30.3059559","-97.707489","","TURNED_ON","0","0","Both"
"586","TRAFFIC","E MARTIN LUTHER KING JR BLVD / COMAL ST","E MARTIN LUTHER KING JR BLVD","COMAL ST","MASTER","575","5159381","1","","2017937","AUSTIN FULL PURPOSE","","","2017936","CENTRAL","1900-1948 Comal Street Austin, Texas 78702","1900-1948 Comal Street","","Austin","Texas","78702","United States","30.2791042","-97.7251358","","TURNED_ON","1","1","Both"
"587","TRAFFIC","W BEN WHITE BLVD SVRD WB / PACK SADDLE PASS","W BEN WHITE BLVD SVRD WB","PACK SADDLE PASS","MASTER","576","5151127","5","","3371833","AUSTIN FULL PURPOSE","","","2042984","SOUTH","4337-4399 Victory Drive Austin, Texas 78704","4337-4399 Victory Drive","","Austin","Texas","78704","United States","30.2319946","-97.7915115","","TURNED_ON","1","1","Both"
"588","TRAFFIC","W BEN WHITE BLVD SVRD EB / PACK SADDLE PASS","W BEN WHITE BLVD SVRD EB","PACK SADDLE PASS","SLAVE","577","5151092","5","","2024130","AUSTIN FULL PURPOSE","","","2026368","SOUTH","2161-2199 West Ben White Boulevard Austin, Texas 78704","2161-2199 West Ben White Boulevard","","Austin","Texas","78704","United States","30.231266","-97.791954","","TURNED_ON","1","1","Both"
"589","TRAFFIC","W WELLS BRANCH PKWY / SUMMIT DR","W WELLS BRANCH PKWY","SUMMIT DR","MASTER","578","5162458","0","","2005431","AUSTIN 2 MILE ETJ","","","2005387","NORTH","14196-14198 Summit Drive Austin, Texas 78728","14196-14198 Summit Drive","","Austin","Texas","78728","United States","30.4414845","-97.6920853","","TURNED_ON","0","0","Both"
"590","TRAFFIC","N IH 35 SVRD NB / E US 290 HWY SVRD WB","N IH 35 SVRD NB","E US 290 HWY SVRD WB","MASTER","579","5161309","4","","2012278","AUSTIN FULL PURPOSE","","","2035911","NORTH","6105 U.S. 290 Frontage Road Austin, Texas 78723","6105 U.S. 290 Frontage Road","","Austin","Texas","78723","United States","30.3227043","-97.7060852","","TURNED_ON","1","1","Both"
"591","TRAFFIC","N IH 35 SVRD SB / E KOENIG LN SVRD WB","N IH 35 SVRD SB","E KOENIG LN SVRD WB","MASTER","580","5161170","4","","2045305","AUSTIN FULL PURPOSE","","","2012354","NORTH","U.S. 290 Frontage Road Austin, Texas 78752","U.S. 290 Frontage Road","","Austin","Texas","78752","United States","30.3224621","-97.7074203","","TURNED_ON","1","1","Both"
"592","TRAFFIC","N IH 35 SVRD NB / E US 290 HWY SVRD EB","N IH 35 SVRD NB","E US 290 HWY SVRD EB","SLAVE","581","5161287","4","","2015183","AUSTIN FULL PURPOSE","","","2015194","NORTH","U.S. 290 Frontage Road Austin, Texas 78723","U.S. 290 Frontage Road","","Austin","Texas","78723","United States","30.3216934","-97.7063751","","TURNED_ON","1","1","Both"
"593","TRAFFIC","N IH 35 SVRD SB / E KOENIG LN SVRD EB","N IH 35 SVRD SB","E KOENIG LN SVRD EB","SLAVE","582","5161165","4","","2045317","AUSTIN FULL PURPOSE","","","2015215","NORTH","U.S. 290 Frontage Road Austin, Texas 78723","U.S. 290 Frontage Road","","Austin","Texas","78723","United States","30.3214207","-97.707489","","TURNED_ON","1","1","Both"
"594","TRAFFIC","E ST JOHNS AVE / N IH 35 SVRD SB","E ST JOHNS AVE","N IH 35 SVRD SB","SLAVE","583","5161428","4","","2011872","AUSTIN FULL PURPOSE","","","2011873","NORTH","712 East Saint Johns Avenue Austin, Texas 78752","712 East Saint Johns Avenue","","Austin","Texas","78752","United States","30.3329544","-97.7045288","","TURNED_ON","1","1","Both"
"595","TRAFFIC","E ST JOHNS AVE / N IH 35 SVRD NB","E ST JOHNS AVE","N IH 35 SVRD NB","MASTER","584","5161497","4","","2011891","AUSTIN FULL PURPOSE","","","2011955","NORTH","825-857 East Saint Johns Avenue Austin, Texas 78752","825-857 East Saint Johns Avenue","","Austin","Texas","78752","United States","30.3325787","-97.7037048","","TURNED_ON","1","1","Both"
